id_modelo,cod_produto,nome,preco_loja_programada,preco_loja_fresh,
8475,SHOP1638SB6,AMENDOIM GRELHADITOS S/ PELE SANTA HELENA 150G,"11,89",,Stephanie Jesus
8497,CT1659,PIMENTA DO REINO BR SPICES MOEDOR 50G,"23,99",,Juliana Rodrigues
8527,CT62102,GELEIA QUEENSBERRY DIET DAMASCO 280G,"27,99",,Vitória Maia
8539,CT20016,GELEIA  CLASSIC QUEENSBERRY LARANJA 320G,"27,99",,Vitória Maia
8540,CT62018,GELEIA  CLASSIC QUEENSBERRY MIRTILO 320G,"27,99",,Vitória Maia
8542,CT62050,GELEIA CLASSIC QUEENSBERRY GOIABA 320G,"27,99",,Vitória Maia
8557,XCT722,MIX DE CASTANHA AMIGOS DO BEM SACHÊ 100G,"16,99",,Kailany Oliveira
8563,CT7125,GRANOLA INTEGRAL JASMINE CEREAIS MALTADOS 250G,"16,49","16,49",Vitória Maia
8564,CT7126,GRANOLA INTEGRAL JASMINE TRADICIONAL 250G,"16,49","16,49",Vitória Maia
8580,CT323458,ANTI MOFO SECAR ORIGINAL KIDS POTE 180G,"8,69",,Jefferson Moraes
8581,CT88947,INSETICIDA SBP MULTI AUTOMÁTICO REFIL 250ML,"62,9",,Jefferson Moraes
8583,CT15874,AZEITE  PORTUGUÊS  TIPO ÚNICO GALLO LATA 500ML,"47,9",,Leny Neta
8586,CT14005,TEMPERO MIX DE PIMENTAS BR SPICES MOEDOR 50G,"23,09",,Juliana Rodrigues
8587,CT40320,GEL HIGIENIZANTE PARA MÃOS GIOVANNA BABY CLASSIC 60ML,"7,89",,Manuella Oliveira
8588,CT21235,CHÁ  LEÃO ERVA DOCE C/ 15UN,"8,29",,Camila Fim
8589,CT79874,BANANINHA SEM AÇÚCAR PARAIBUNA 23G,"4,49",,Vitória Maia
8599,CT25456,"CHÁ  LEÃO CAMOMILA, CIDREIRA E MARACUJÁ C/ 15UN","13,49",,Camila Fim
8610,CT1617,DOCE DE LEITE FLORMEL CREMOSO VIDRO 210G,"25,49",,Kailany Oliveira
8612,CT214862,BEBIDA GASEIFICADA BAER MATE LONG NECK 350ML,"8,69",,Camila Fim
8613,CT212556,BEBIDA GASEIFICADA BAER MATCHA CHÁ VERDE 350ML,"10,49",,Camila Fim
8615,CT1P,PÃO    ARTESANO PULLMAN 500G,"12,49","12,49",João Reis
8617,CT7K,GRANOLA KOBBER TRADICIONAL ZERO 250G,"16,99",,Vitória Maia
8622,CT712SB7,SNACK DE MANGA LIOFILIZADA SOLO SNACKS 20G,"13,99",,Vitória Maia
8623,CT714,SNACK DE BANANA LIOFILIZADA SOLO SNACKS 20G,"13,99",,Vitória Maia
8624,CT715,SNACK DE BANANA C/ AÇAI LIOFILIZADA SOLO SNACKS 20G,"13,99",,Vitória Maia
8625,CT718,SNACK DE ABACAXI LIOFILIZADA SOLO SNACKS 20G,"13,99",,Vitória Maia
8630,CT3279,AROMATIZADOR DE AMBIENTE BOM AR AUTOMÁTICO AEROSSOL FRESHMATIC CAMPOS DE LAVANDA APARELHO + REFIL 250ML,"61,9",,Jefferson Moraes
8631,CT3278,LUSTRA MÓVEIS POLIFLOR PERFUME SUAVE 200ML,"14,99",,Jefferson Moraes
8632,SHOP3343,CERVEJA ALEMÃ PAULANER HEFE-WEISSBIER DUNKEL 500ML,"22,99",,Vinicius Teixeira
8633,SHOP5487,CERVEJA ALEMÃ PAULANER HEFE-WEISSBIER NÃO ALCOÓLICA 500ML,"22,99",,Vinicius Teixeira
8650,CT312,PANO PARA LIMPEZA LIMPPANO FURATTO LAVANDA C/ 5UN,"10,49",,Jefferson Moraes
8651,CT314,ESPONJA   LIMPPANO RAYUM C/ 1UN,"5,79",,Jefferson Moraes
8652,CT316,ESPONJA PORUS SENSATION LIMPPANO SORTIDA C/ 1UN,"9,89",,Jefferson Moraes
8654,CT320,PEDRA SANITÁRIA INSPIRA LAVANDA C/ 1UN,"4,59",,Jefferson Moraes
8669,CT630,CHOCOLATE BRANCO GALAK 80G,"10,79",,Stephanie Jesus
8672,CT113,TEMPERO MIX DE BARBECUE BR SPICES MOEDOR 80G,"22,99",,Juliana Rodrigues
8709,SHOPZ1,CALDO KNORR DE CARNE ZERO SAL 48G,"3,99","3,49",Jefferson Moraes
8710,SHOPZ2,CALDO KNORR DE GALINHA ZERO SAL 48G,"3,99",,Jefferson Moraes
8711,SHOPZ3,CALDO DE LEGUMES KNORR ZERO SAL 48G,"3,99",,Jefferson Moraes
8714,CT500,PIPOCA   PIPÓ OVOMALTINE SACHÊ 100G,"14,99",,Vitória Maia
8720,CT13466,MACARRÃO COM OVOS DONA BENTA PARAFUSO 500G,"4,49",,Leny Neta
8722,CT14547,MACARRÃO COM OVOS DONA BENTA PENNE 500G,"4,49",,Leny Neta
8737,CT1627,QUEIJO PARMESÃO TIROLEZ 245G,"39,9","39,9",Geovanna Bezerra
8740,CT920,RAÇÃO SECA PARA CÃES FILHOTES RAÇAS PEQUENAS AMBIENTES INTERNOS PREMIER FRANGO E SALMÃO 1KG,"41,9",,Gabriela Pereira
8750,CT6220,SALGADINHO MINI VEGGIES GRAO DE BICO E CENOURA NHAMI MAMI 18G,"5,49",,Vitória Maia
8751,CT6221,SALGADINHO MINI VEGGIES ERVILHA E BROCOLIS NHAMI MAMI 18G,"5,49",,Vitória Maia
8757,CT4500,CREME DE PENTEAR ELSEVE REPARAÇÃO TOTAL 5 250ML,"22,9",,Manuella Oliveira
8760,CT12030,MILHO  VERDE FUGINI CROCANTE AO VAPOR LATA 170G,"5,89",,Leny Neta
8767,CT4SB414,ESPONJA BUCHA NATURAL ORGÂNICA EM PEDAÇO,"7,99",,Manuella Oliveira
8768,CT4SB415,ESPONJA BUCHA LUVA ORGÂNICA OVAL PEQUENA,"10,99",,Manuella Oliveira
8769,CT4SB416,ESPONJA PARA BANHO ORGÂNICA STAR CARE,"12,29",,Manuella Oliveira
8770,CT4SB417,ESCOVA LAVA AS COSTAS DE MADEIRA COM BUCHA VEGETAL ORGÂNICA,"27,99",,Manuella Oliveira
8772,CT4SB419,SABONETE BARRA  ORGÂNICA FRAMBOESA 90G,"8,29",,Manuella Oliveira
8773,CT4SB420,SABONETE BARRA  ORGÂNICA CHÁ BRANCO 90G,"9,49",,Manuella Oliveira
8774,CT4SB433,SABONETE BARRA  ORGÂNICA PÊSSEGO 90G,"8,99",,Manuella Oliveira
8776,CT4SB435,SABONETE LÍQUIDO ORGÂNICA FRAMBOESA 250ML,"25,99",,Manuella Oliveira
8777,CT4SB424,SABONETE LÍQUIDO ORGÂNICA CHÁ BRANCO 250ML,"25,99",,Manuella Oliveira
8779,CT4SB426,POMADA MODELADORA HIDRATANTE ORGÂNICA ACQUA FOR MEN 3 EM 1,"65,9",,Manuella Oliveira
8780,CT4SB427,SHAMPOO ORGÂNICA ACQUA FOR MEN 3 EM 1,"36,9",,Manuella Oliveira
8781,CT4SB428,ESPONJA PARA BANHO LUXE BATH ORGÂNICA,"15,99",,Manuella Oliveira
8782,CT4SB429,PENTE DE MADEIRA ORGÂNICA,"16,49",,Manuella Oliveira
8783,CT4SB430,ESPONJA NATURAL ORGÂNICA LUVA DE SISAL,"25,89",,Manuella Oliveira
8784,CT4SB431,LUVA SISAL DUPLA FACE ORGÂNICA,"19,99",,Manuella Oliveira
8793,CT21521,ACHOCOLATADO EM PÓ CHOCOLATTO 3 CORAÇÕES SACHÊ 700G,"18,99",,Leny Neta
8800,CT2SB257,REFRESCO EM PÓ FRISCO LARANJA 25G,"0,99",,Leny Neta
8801,CT2SB258,REFRESCO EM PÓ FRISCO LIMÃO 25G,"0,99",,Leny Neta
8802,CT2SB259,REFRESCO EM PÓ FRISCO MARACUJÁ 25G,"0,99",,Leny Neta
8803,CT2SB260,REFRESCO EM PÓ FRISCO UVA 25G,"0,99",,Leny Neta
8804,CT2SB261,BEBIDA VEGETAL A TAL DA CASTANHA ORIGINAL 1L,"19,99",,Leny Neta
8805,CT2SB262,BEBIDA VEGETAL A TAL DA CASTANHA ORIGINAL 200ML,"6,99",,Leny Neta
8806,CT2SB263,BEBIDA VEGETAL A TAL DA CASTANHA CHOCONUTS 1L,"19,99",,Leny Neta
8807,CT2SB264,BEBIDA VEGETAL A TAL DA CASTANHA CHOCONUTS 200ML,"6,99",,Leny Neta
8808,CT2SB265,BEBIDA VEGETAL A TAL DA CASTANHA CAJU E COCO 1L,"19,99",,Leny Neta
8809,CT2SB268,BEBIDA VEGETAL A TAL DA CASTANHA AMÊNDOA 1L,"19,99",,Leny Neta
8820,CT1564,MANTEIGA  EXTRA GRAN MESTRI COM SAL ZERO LACTOSE LATA 200G,"23,39","23,39",Geovanna Bezerra
8821,CT1565,MANTEIGA  EXTRA GRAN MESTRI COM SAL LATA 200G,"20,49","20,49",Geovanna Bezerra
8822,CT1566,MANTEIGA  EXTRA GRAN MESTRI SEM SAL LATA 200G,"20,49","20,49",Geovanna Bezerra
8834,CT50499,CANELA EM CASCA KITANO POUCH 20G,"7,19",,Juliana Rodrigues
8838,CT148774,TOMILHO KITANO PACOTE 10G,"4,19",,Juliana Rodrigues
8840,CT12347,PIMENTA E COMINHO PÓ KITANO POUCH 70G,"17,49",,Juliana Rodrigues
8841,CT1SB111,MANTEIGA GHEE DOM AFONSO NATURAL 300G,"41,9","41,9",Vitória Maia
8842,CT1SB122,MANTEIGA GHEE DOM AFONSO COM SAL ROSA 200G,"32,9","32,9",Vitória Maia
8843,CT1SB132,MANTEIGA GHEE DOM AFONSO FLOR DE SAL  200G,"34,9","34,9",Vitória Maia
8844,CT1SB144,MANTEIGA GHEE DOM AFONSO COM ERVAS 200G,"32,9","32,9",Vitória Maia
8845,CT6SB655,SNACK DE PARMESÃO DOM AFONSO CEBOLA E SALSA 25G,"15,49",,Vitória Maia
8847,CT6SB677,SNACK DE PARMESÃO DOM AFONSO SEMENTES DE ABÓBORA E GIRASSOL 25G,"15,49",,Vitória Maia
8849,CT18824,QUEIJO TIPO GRANA GRAN MESTRI 150G,"35,9","35,9",Geovanna Bezerra
8850,CT18825,QUEIJO PECORINO ROMANO GRAN MESTRI 150G,"70,9","70,9",Geovanna Bezerra
8864,CT101403,FERMENTO EM PÓ QUÍMICO FLEISCHMANN 100G,"6,19",,Stephanie Jesus
8877,CT17200,MISTURA PARA BOLO FLEISCHMANN AIPIM 390G,"9,89",,Stephanie Jesus
8878,CT17201,MISTURA PARA BOLO FLEISCHMANN CHOCOLATE 390G,"11,79",,Stephanie Jesus
8907,CT32230,SABÃO EM BARRA MINUANO NEUTRO UNITÁRIO 160G,"3,99",,Jefferson Moraes
8914,CT2015,WHISKY BALLANTINES FINEST 1L,"97,9",,Vinicius Teixeira
8915,CT2016,GIN BEEFEATER LONDON DRY 750ML,"104,9",,Vinicius Teixeira
8916,CT2017,WHISKY BALLANTINES FINEST 750ML,"88,9",,Vinicius Teixeira
8948,CT254355,CACHAÇA SAGATIBA PURA 700ML,"27,49",,Vinicius Teixeira
8956,CT31918,SAPONÁCEO SAPÓLIO RADIUM PÓ CLÁSSICO 300G,"7,59",,Jefferson Moraes
8957,CT3SB344,AROMATIZADOR SPRAY AIR WICK CHEIRINHO DE TALCO CLICK AP. + REFIL 12ML,"22,79",,Jefferson Moraes
8958,CT5447,REFRIGERANTE ORGÂNICO WEWI GUARANÁ 255ML,"6,39",,Camila Fim
8959,CT5774,REFRIGERANTE ORGÂNICO WEWI COLA 255ML,"6,59",,Camila Fim
8960,CT3SB363,AROMATIZADOR SPRAY AIR WICK CHEIRINHO DE TALCO CLICK REFIL 12ML,"13,49",,Jefferson Moraes
8962,CT54774,REFRIGERANTE ORGÂNICO WEWI COLA ZERO 255ML,"6,59",,Camila Fim
8963,CT3SB329,AROMATIZADOR BOM AR CLICK SPRAY REFIL CAMPOS DE LAVANDA 12ML,"12,99",,Jefferson Moraes
8965,CT47744,ÁGUA TÔNICA ORGÂNICA WEWI ROSE 255ML,"6,89",,Camila Fim
8966,CT7447,ÁGUA TÔNICA ORGÂNICA WEWI CLÁSSICA 255ML,"7,49",,Camila Fim
8967,CT7441,ÁGUA TÔNICA ORGÂNICA WEWI GINGER 255ML,"7,49",,Camila Fim
8969,CT18871,DETERGENTE PARA LAVA LOUÇAS EM TABLETES FINISH COM 30 UNIDADES,"43,9",,Jefferson Moraes
8973,CT18875,LIMPADOR PERFUMADO VEJA JASMIM 500ML,"7,19",,Jefferson Moraes
8974,CT18876,LIMPADOR PERFUMADO VEJA TULIPA 500ML,"7,19",,Jefferson Moraes
8975,CT18877,LIMPADOR PERFUMADO VEJA TULIPA 2L,"18,89",,Jefferson Moraes
8976,CT18878,LIMPADOR PERFUMADO VEJA JASMIM DO CARIBE 2L,"18,89",,Jefferson Moraes
9001,CT11020,FERMENTO BIOLÓGICO DR. OETKER SECO INSTANTÂNEO 10G,"2,49",,Stephanie Jesus
9004,CT2909,CHÁ AHMAD CEYLON TEA 20G C/10,"17,89",,Juliana Rodrigues
9005,CT2916,CHÁ AHMAD STRAWBERRY SENSATION 20G C/ 10UN,"17,89",,Juliana Rodrigues
9006,CT2918,CHÁ AHMAD MINT MYSTIQUE 20G C/10,"17,89",,Juliana Rodrigues
9028,CT11652,RUM HAVANA CLUB ANEJO 3 ANOS 750ML,"94,9",,Vinicius Teixeira
9029,CT11653,RUM MALIBU CARIBBEAN 750ML,"69,9",,Vinicius Teixeira
9040,CT13021SB1,MACARRÃO  ITALIANO BARILLA RISONI GRANO DURO Nº26 500G,"15,99",,Leny Neta
9041,CT13022SB1,MACARRÃO  COM OVOS BARILLA AVE MARIA 500G,"5,49",,Leny Neta
9042,CT13023SB1,MACARRÃO  COM OVOS BARILLA PAI NOSSO 500G,"5,49",,Leny Neta
9043,CT13024,MASSA    PARA LASANHA COM OVOS BARILLA 200G,"5,49",,Leny Neta
9046,CT13026,MOLHO    DE TOMATE BARILLA OLIVE 400G,"23,99",,Leny Neta
9047,CT12037,MOLHO    DE TOMATE BARILLA POMODORO 400G,"23,99",,Leny Neta
9048,CT13028,MOLHO     DE TOMATE  BARILLA NAPOLETANA 400G,"23,99",,Leny Neta
9050,CT13040,MACARRÃO ITALIANO DE CECCO PENNE RIGATE 500G,"21,49",,Juliana Rodrigues
9051,CT13041,MACARRÃO ITALIANO DE CECCO FUSILLI 500G,"21,49",,Juliana Rodrigues
9052,CT13042,MACARRÃO ITALIANO DE CECCO FARFALLE 500G,"21,49",,Juliana Rodrigues
9055,CT13043,MACARRÃO INSTANTÂNEO RICE TAI MAMA NOODLES 200G,"22,49",,Juliana Rodrigues
9057,CT13045,"SAL DE PARRILLA PARA CHURRASCO COM ALHO BR SPICES POTE 1,015KG","29,89",,Juliana Rodrigues
9061,CT11659,MACARRÃO INSTANTANEO RICE TAI MAMA VERMICELLI NOODLES 200G,"22,49",,Juliana Rodrigues
9062,CT11660,MACARRÃO INSTANTÂNEO RICE WHOLE GRAIN TAI MAMA VERMICELLI NOODLES 200G,"22,49",,Juliana Rodrigues
9071,CT11669,ARROZ ITALIANO RISO INVERNI CARNAROLI 500G,"21,99",,Juliana Rodrigues
9072,CT11670,BISCOITO BELGA LOTUS BISCOFF 250G,"29,9",,Juliana Rodrigues
9077,CT2344,LAVA ROUPAS LÍQUIDO COQUEL COCO 500ML,"15,29",,Jefferson Moraes
9078,CT2345,LAVA ROUPAS LÍQUIDO COQUEL ERVAS 500ML,"15,29",,Jefferson Moraes
9079,CT2347,LAVA ROUPAS LÍQUIDO COQUEL LAVANDA 500ML,"15,29",,Jefferson Moraes
9080,CT2348,REMOVEDOR DE CERAS CASA KM 1L,"18,89",,Jefferson Moraes
9081,CT2349,LAVA ROUPAS LÍQUIDO COQUEL P/ PEÇAS ESCURAS 500ML,"15,29",,Jefferson Moraes
9082,CT2351,LAVA ROUPAS LÍQUIDO VIDA MACIA 500ML,"15,99",,Jefferson Moraes
9085,CT2356,LAVA ROUPAS LÍQUIDO VIDA MACIA 1L,"27,29",,Jefferson Moraes
9086,CT777666,AMACIANTE VIDA MACIA LÍQUIDO GLICERINA E CAMOMILA 1L,"13,99",,Jefferson Moraes
9087,CT2361,AMACIANTE VIDA MACIA LÍQUIDO GLICERINA E AMÊNDOAS 1L,"13,99",,Jefferson Moraes
9088,CT2362,LAVA ROUPAS EM PÓ COQUEL NATUREZA LIMPA 800G,"15,29",,Jefferson Moraes
9089,CT2363,LAVA ROUPAS LÍQUIDO INTIMISS NEUTRO 500ML,"22,29",,Jefferson Moraes
9096,CT61181,SALGADINHO DE TRIGO TORCIDA CEBOLA 100G,"4,99",,Stephanie Jesus
9098,CT61183,SALGADINHO DE TRIGO TORCIDA CHURRASCO 100G,"4,99",,Stephanie Jesus
9100,CT61185,SALGADINHO DE TRIGO TORCIDA QUEIJO 100G,"4,99",,Stephanie Jesus
9101,CT57633,LENÇO UMEDECIDO  HUGGIES DISNEY PURO E NATURAL C/ 48UN,"16,49",,Manuella Oliveira
9121,CT61022,GOIABADA CREMOSA FLORMEL VIDRO 210G,"22,89",,Kailany Oliveira
9123,CT61024,CREME DE AVELA COM CACAU FLORMEL PET 150G,"23,99",,Kailany Oliveira
9124,CRN01,CARNE    PICADINHO DE ALCATRA FARMI 560G,"59,9","59,9",Paulo Pereira
9125,CRN02,CARNE   ESTROGONOFE DE MIGNON DOC 350G,"71,9","71,9",Paulo Pereira
9126,CRN03,CARNE   DE PANELA PEITO FARMI 560G,"30,9","30,9",Paulo Pereira
9127,CRN04,CARNE MOÍDA LIGHT FARMI 520G,"30,9","30,9",Paulo Pereira
9128,CRN05,CARNE    PAILLARD DOC 360G,"49,9","49,9",Paulo Pereira
9129,CRN06,CARNE   BIFE DE ALCATRA FARMI 520G,"50,9","50,9",Paulo Pereira
9130,CRN07,CARNE BIFE DE MIGNON DOC 440G,"67,9","67,9",Paulo Pereira
9131,CRN08,CARNE   MEDALHÃO DE MIGNON DOC 340G,"54,9","54,9",Paulo Pereira
9132,CRN09,CARNE   BIFE ANCHO 481 400G,"87,9","87,9",Paulo Pereira
9133,CRN10,CARNE   BIFE DE CHORIZO 481 360G,"61,9","61,9",Paulo Pereira
9154,CRN31,"CARNE PEÇA DE FILÉ MIGNON FARMI 1,4KG","169,9","169,9",Paulo Pereira
9155,CRN32,CARNE FRALDINHA RED FARMI 600G,"137,9","137,9",Paulo Pereira
9156,CRN33,CARNE MAMINHA 481 1KG,"122,9","122,9",Paulo Pereira
9157,CRN34,"CARNE PICANHA 481 1,25KG","269,9","269,9",Paulo Pereira
9172,CT61039,FONDUE SUÍÇO ORIGINAL EMMI 400G,"109,9","109,9",Laura Morais
9178,CT2863,BEBIDA LÁCTEA MILKSHAKE DE BAUNILHA 25G YOPRO PROTEIN 250ML,"11,29",,Kailany Oliveira
9179,CT16,MOSTARDA CEPERA DIJON 190G,"13,99",,Juliana Rodrigues
9193,CT4575,PROTETOR DIÁRIO CAREFREE PROTECÃO COM PERFUME C/ 80UN,"28,49",,Manuella Oliveira
9195,CT44577,ANTISSÉPTICO BUCAL LISTERINE CUIDADO TOTAL 500ML,"33,9",,Manuella Oliveira
9196,CT44578,CURATIVOS BAND AID PARA PEQUENOS FERIMENTOS 16UN,"11,79",,Manuella Oliveira
9199,CT44580,ABSORVENTE COM ABAS SUAVE SEMPRE LIVRE ADAPT C/ 16UN,"13,29",,Manuella Oliveira
9200,CT1760,FARINHA MULTIUSO SEM GLÚTEN SCHAR 500G,"24,49",,Vitória Maia
9203,CT179,BICARBONATO DE SÓDIO KITANO PACOTE 30G,"3,49",,Juliana Rodrigues
9206,COCO2,COCO COM ABRIDOR B.FRESH C/ 1UN,"15,19","14,49",Fairlie Padoan
9232,CT55,VINHO TINTO ITALIANO SETTE SPEZIE NEGROAMARO SALENTO IGP 750ML,"79,9",,Vinicius Teixeira
9243,CT8190,RODO MOP NOVIÇA SEKITO COM CABO,"70,9",,Rafael Souza
9244,CT8191,PANO FLANELA BRILHUS ALGODÃO 28CM X 38CM 1UN,"6,39",,Rafael Souza
9253,CT478,SACO PARA LIXO ESFREBOM 30L C/ 10UN,"10,89",,Rafael Souza
9256,CT84,PÁ NOVIÇA COM CABO FLEXÍVEL,"29,99",,Rafael Souza
9259,CT88,LIMPADOR NOVIÇA PISOS PORCELANATO 1L,"24,69",,Rafael Souza
9260,CT89,LIMPADOR NOVIÇA PISOS LAMINADOS E VINÍLICOS 1L,"23,69",,Rafael Souza
9264,CT291919,CERVEJA BADEN BADEN AMERICAN IPA PURO MALTE GARRAFA 600ML,"14,79",,Camila Fim
9265,CT291911,CERVEJA BADEN BADEN WITBIER GARRAFA 600ML,"14,79",,Camila Fim
9266,CT291910,CERVEJA BADEN BADEN GOLDEN ALE GARRAFA 600ML,"14,79",,Camila Fim
9267,CT1SB199,ERVILHA FUGINI LATA 170G,"5,49",,Leny Neta
9270,CT2201,VINHO BRANCO ALEMÃO VILLA WOLF GEWURZTRAMINER 750ML,"129,9",,Vinicius Teixeira
9301,CT117711,MACARRÃO  INTEGRAL BARILLA SPAGHETTI 500G,"16,89",,Leny Neta
9308,CT544,PÃO DE GRÃOS WICKBOLD DE CASTANHA DO PARÁ E QUINOA 500G,"13,99","13,99",João Reis
9309,CT545,PÃO DE GRÃOS WICKBOLD DE CHIA E MACADAMIA 400G,"13,49","13,49",João Reis
9310,CT546,PÃO DE FORMA 100% NUTRIÇÃO WICKBOLD GIRASSOL E CASTANHA 400G,"12,79","12,79",João Reis
9311,CT547,LOMBO SALGADO PRIETO 400G,"21,49","21,49",Paulo Pereira
9336,CT551,PÃO DE FORMA VIDA 100% + BRASILIDADE PANCO CASTANHAS BRASILEIRAS 380G,"13,89","13,89",João Reis
9340,KOP01,CHOCOLATE NHÁ BENTA KOPENHAGEN TRADICIONAL 90G,"64,9",,Stephanie Jesus
9341,KOP02,CHOCOLATE NHÁ BENTA KOPENHAGEN TRADICIONAL 240G,"139,9",,Stephanie Jesus
9344,KOP05,CHOCOLATE LÍNGUA DE GATO KOPENHAGEN 85G,"36,9",,Stephanie Jesus
9345,KOP06,CHOCOLATE LÍNGUA DE GATO KOPENHAGEN CAIXA 170G,"69,9",,Stephanie Jesus
9349,KOP10,CHOCOLATE MINI LAJOTINHA KOPENHAGEN 150G,"69,9",,Stephanie Jesus
9350,KOP11,CHOCOLATE CHUMBINHO AO LEITE KOPENHAGEN 80G,"34,9",,Stephanie Jesus
9351,KOP12,BALA DE LEITE KOPENHAGEN 120G,"49,9",,Stephanie Jesus
9352,KOP13,TABLETE CHOCOLATE KOPENHAGEN C/ RECHEIO CHERRY 90G,"36,9",,Stephanie Jesus
9354,KOP15,TABLETE CHOCOLATE KOPENHAGEN C/ MACADAMIA PISTACHE E AMENDOAS 100G,"37,9",,Stephanie Jesus
9356,KOP17,TABLETE CHOCOLATE KOPENHAGEN AO LEITE 100G,"36,9",,Stephanie Jesus
9360,KOP21,TABLETE DE CHOCOLATE 70% CACAU KOPENHAGEN 100G,"36,9",,Stephanie Jesus
9361,KOP22,TABLETE DE CHOCOLATE KOPENHAGEN 80% CACAU 100G,"36,9",,Stephanie Jesus
9363,KOP24,KEEP KOP KOPENHAGEN NANO LAJOTINHA 100G,"39,9",,Stephanie Jesus
9364,KOP25,KEEP KOP KOPENHAGEN PIPOCA 100G,"39,9",,Stephanie Jesus
9365,KOP26,KEEP KOP CROCANTES KOPENHAGEN CARAMELO FLOR DE SAL 100G,"39,9",,Stephanie Jesus
9366,KOP27,KEEP KOP KOPENHAGEN FLOCOS DE ARROZ 100G,"39,9",,Stephanie Jesus
9392,CT3090,LIMPADOR DE FORNO EASY-OFF POTE 250ML,"27,29",,Jefferson Moraes
9394,CT8090,SACO PARA CONSERVAR ALIMENTOS FREEZER ROLL 3L C/ 50UN,"11,29",,Rafael Souza
9408,CT78822,BARRA DE NUTS ENJOY CRANBERRY 60G C/ 2UN,"8,99",,Vitória Maia
9432,CT1080,TORRADA MARILAN MAGIC TOAST ORIGINAL 150G,"6,49",,Stephanie Jesus
9433,CT1081,TORRADA MARILAN MAGIC TOAST LIGHT 144G,"6,49",,Stephanie Jesus
9434,CT1082,TORRADA MARILAN MAGIC TOAST INTEGRAL 150G,"6,49",,Stephanie Jesus
9435,CT1083,TORRADA MARILAN MAGIC TOAST MULTICEREAIS 150G,"6,49",,Stephanie Jesus
9437,CT23341,BEBIDA LÁCTEA YOPRO CHOCOLATE 25G PROTEIN DANONE 250ML,"11,29","11,99",Kailany Oliveira
9458,CT558,BOLO DE CHOCOLATE PANCO 300G,"11,59","11,59",João Reis
9459,CT559,BOLO DE ABACAXI PANCO 300G,"11,59","11,59",João Reis
9460,CT560,BOLO DE COCO PANCO 300G,"11,59","11,59",João Reis
9471,CT10005,PRESUNTO CRU VITO BALDUCCI FATIADO 100G,"29,99","29,99",Paulo Pereira
9482,CT67810,AMÊNDOA CHILENA NATURAL DUNORTE POTE 150G,"20,99",,Kailany Oliveira
9483,CT79830,CASTANHA DE CAJU DUNORTE ASSADA S/ SAL POTE 150G,"27,99",,Kailany Oliveira
9485,CT79832,CASTANHA DE CAJU DUNORTE TORRADA E SALGADA 50G,"10,99",,Kailany Oliveira
9486,CT79833,MIX DE NUTS S/ CASCA DUNORTE POTE 150G,"18,09",,Kailany Oliveira
9488,CT290011,CAFÉ EM CAPSULA ORFEU INTENSO C/ 10UN,"32,9",,Leny Neta
9489,CT290013,CAFÉ TORRADO E MOÍDO ORFEU CLÁSSICO 250G,"34,9",,Leny Neta
9491,CT562,CHOCOLATE LÍNGUA DE GATO LINGATO AO LEITE KIDS KOPENHAGEN CAIXA 85G,"36,9",,Stephanie Jesus
9492,CT1930,VINAGRE DE ALCOOL AROMATICO CASTELO MAÇÃ VERDE 6% 2L,"16,99",,Juliana Rodrigues
9493,CT1931,VINAGRE DE MAÇÃ ORGÂNICO LEVE VITA CASTELO 250ML,"29,99",,Juliana Rodrigues
9508,CT2568,BEBIDA ARTESANAL KIRO SWITCHEL GENGIBRE E MEL 310ML,"11,39",,Camila Fim
9512,CT1260,BACON PRIETO C/ 1UN,"16,49","16,49",Paulo Pereira
9545,CT9105,LIXA PARA UNHAS FUN ORGÂNICA C/ 1UN,"5,99",,Manuella Oliveira
9576,CT30163,LUSTRA MÓVEIS POLIFLOR JASMIM 500ML,"25,99",,Jefferson Moraes
9577,CT33078,DIFUSOR ELÉTRICO BOM AR LAVANDA E GERÂNIO REFIL 16ML,"24,49",,Jefferson Moraes
9578,CT3079,AROMATIZADOR DE AMBIENTES AIR WICK ELÉTRICO APARELHO + REFIL LÍRIO BRANCO E ALGODÃO 16ML,"28,49",,Jefferson Moraes
9579,CT3081,DIFUSOR ELÉTRICO BOM AR FRAMBOESA E JASMIM REFIL 16ML,"23,99",,Jefferson Moraes
9580,CT3082,DIFUSOR ELÉTRICO BOM AR LAVANDA E GERÂNIO APARELHO + REFIL 16ML,"28,49",,Jefferson Moraes
9583,CT3085,LUSTRA MÓVEIS DESTAC LAVANDA 200ML,"9,99",,Jefferson Moraes
9587,FRSH002,CORAÇÃO DE FRANGO BOA PEDIDA KORIN 600G,"29,89","29,89",Paulo Pereira
9588,FRSH003,FRANGO     COXA E SOBRECOXA S/ OSSO COM PELE KORIN CONGELADA BOA PEDIDA 600G,"21,99","16,99",Paulo Pereira
9589,FRSH004,FRANGO     EM COXA BOA PEDIDA KORIN CONGELADA 600G,"11,99","11,99",Paulo Pereira
9590,FRSH005,FRANGO     FILE DE COXA E SOBRECOXA S/ PELE BOA PEDIDA KORIN CONGELADA 600G,"26,99","26,99",Paulo Pereira
9591,FRSH006,FRANGO     FILÉ DE PEITO BOA PEDIDA KORIN CONGELADO 600G,"25,9","24,9",Paulo Pereira
