id_modelo,cod_produto,nome,preco_loja_programada,preco_loja_fresh,
3,SHOP01,ABSORVENTE COM ABAS ALWAYS SUPER PROTEÇÃO SECA C/ 16UN,"10,99",,Jefferson Moraes
6,SHOP04,ABSORVENTE COM ABAS ALWAYS NOITES TRANQUILAS SECA C/ 8UN,"12,99",,Jefferson Moraes
7,SHOP05,ABSORVENTE COM ABAS ALWAYS NOITES TRANQUILAS SUAVE C/ 8UN,"12,99",,Jefferson Moraes
11,SHOP09,ABSORVENTE SEM ABAS ALWAYS SUPER PROTEÇÃO SECA C/ 8UN,"6,19",,Jefferson Moraes
12,SHOP10,ABSORVENTE COM ABAS ALWAYS SUPER PROTEÇÃO SUAVE C/ 8UN,"6,19",,Jefferson Moraes
13,SHOP11,ABSORVENTE COM ABAS ALWAYS SUPER PROTEÇÃO SUAVE C/ 16UN,"10,99",,Jefferson Moraes
16,SHOP14,ABSORVENTE  INTERNO INTIMUS MÉDIO C/ 8UN,"11,19",,Manuella Oliveira
18,SHOP16,ABSORVENTE INTERNO OB SEMPRE LIVRE PRO COMFORT MÉDIO C/ 16UN,"23,29",,Manuella Oliveira
21,SHOP19,ABSORVENTE SEM ABAS SUAVE SEMPRE LIVRE ADAPT C/ 8UN,"6,59",,Manuella Oliveira
22,SHOP20,ABSORVENTE COM ABAS SUAVE SEMPRE LIVRE ADAPT PLUS C/ 8UN,"7,49",,Manuella Oliveira
24,SHOP22,ABSORVENTE COM ABAS SUAVE ADAPT PLUS SEMPRE LIVRE NOITE E DIA C/ 8UN,"11,99",,Manuella Oliveira
26,SHOP35,ACHOCOLATADO EM CÁPSULA NESCAFÉ DOLCE GUSTO SABOR NESCAU 10 CÁPSULAS,"23,99",,Stephanie Jesus
27,SHOP36,ACHOCOLATADO EM PÓ ORGÂNICO NATIVE SACHÉ 400G,"23,59",,Vitória Maia
28,SHOP38,AÇÚCAR     CRISTAL ORGÂNICO UNIÃO 1KG,"8,59",,Leny Neta
29,SHOP39,AÇÚCAR     CRISTAL UNIÃO 1KG,"4,99",,Leny Neta
32,SHOP42,AÇÚCAR DEMERARA ORGÂNICO NATIVE 1KG,"8,19",,Vitória Maia
33,SHOP43,AÇÚCAR MASCAVO ORGÂNICO VITALIN 300G,"11,99",,Vitória Maia
34,SHOP44,AÇÚCAR REFINADO CARAVELAS 1KG,"4,49",,Leny Neta
35,SHOP45,AÇÚCAR     REFINADO FIT UNIÃO 500G,"5,89",,Leny Neta
36,SHOP46,AÇÚCAR     REFINADO UNIÃO 1KG,"4,39",,Leny Neta
37,SHOP47,"ADOÇANTE EM PÓ LINEA SUCRALOSE 0,5G C/ 50UN","12,19",,Vitória Maia
40,SHOP50,ADOÇANTE EM PÓ ZERO-CAL SUCRALOSE 30G C/ 50UN,"10,99",,Camila Fim
41,SHOP51,ADOÇANTE SACARINA LÍQUIDO ZERO-CAL 100ML,"7,99",,Camila Fim
42,SHOP52,"ÁGUA MINERAL CRYSTAL COM GÁS 1,5L","3,19",,Camila Fim
43,SHOP53,"ÁGUA MINERAL COM GÁS MINALBA 1,5L","3,69",,Camila Fim
44,SHOP54,"ÁGUA MINERAL COM GÁS SÃO LOURENÇO 1,26L","4,99",,Camila Fim
45,SHOP55,ÁGUA MINERAL COM GÁS SÃO LOURENÇO 510ML,"3,49",,Camila Fim
47,SHOP57,ÁGUA MINERAL CRYSTAL COM GÁS 500ML,"2,79",,Camila Fim
50,SHOP60,ÁGUA DE COCO  KERO COCO 1L,"9,99",,Camila Fim
50,SHOP60,ÁGUA DE COCO KERO COCO 1L - PROMOCIONAL,"9,99",,Camila Fim
51,SHOP61,ÁGUA DE COCO KERO COCO CAIXA 200ML,"4,09","0,01",Camila Fim
54,SHOP64,ÁGUA MINERAL SEM GÁS CRYSTAL GARRAFÃO 5L,"11,89",,Camila Fim
55,SHOP65,"ÁGUA MINERAL CRYSTAL SEM GÁS 1,5L","2,59",,Camila Fim
56,SHOP66,ÁGUA MINERAL CRYSTAL SEM GÁS 500ML,"2,29",,Camila Fim
57,SHOP67,ÁGUA MINERAL COM GÁS MINALBA 510ML,"2,29",,Camila Fim
58,SHOP68,ÁGUA MINERAL SEM GÁS MINALBA 510ML,"1,79",,Camila Fim
59,SHOP69,"ÁGUA  MINERAL PRATA SEM GÁS 1,5L","4,39",,Camila Fim
62,SHOP72,"ÁGUA MINERAL SEM GÁS MINALBA 1,5L","2,79",,Camila Fim
63,SHOP73,ÁGUA SANITÁRIA BRILHANTE CLORO ATIVO 2L,"20,49",,Jefferson Moraes
64,SHOP74,ÁGUA SANITÁRIA   SUPER CANDIDA 1L,"3,39",,Jefferson Moraes
65,SHOP75,ÁGUA SANITÁRIA   SUPER CANDIDA 2L,"5,49",,Jefferson Moraes
66,SHOP76,ÁGUA SANITÁRIA YPÊ 2L,"7,49",,Jefferson Moraes
67,SHOP77,ÁGUA TÔNICA ANTARCTICA LATA 350ML,"3,19",,Camila Fim
68,SHOP78,ÁLCOOL COPERALCOOL EUCALIPTO 46 1L,"11,99",,Jefferson Moraes
69,SHOP79,ÁLCOOL COPERALCOOL EUCALIPTO 46 500ML,"8,79",,Jefferson Moraes
70,SHOP80,ÁLCOOL COPERALCOOL TRADICIONAL 46 1L,"8,99",,Jefferson Moraes
71,SHOP81,ÁLCOOL COPERALCOOL TRADICIONAL 46 500ML,"8,79",,Jefferson Moraes
72,SHOP82,ÁLCOOL ZUMBI 46 1L,"11,49",,Jefferson Moraes
73,SHOP89,COMPLEMENTO ALIMENTAR SUSTAGEN KIDS DE CHOCOLATE LATA 380G,"36,9",,Manuella Oliveira
74,SHOP90,COMPLEMENTO ALIMENTAR SUSTAGEN KIDS MORANGO LATA 380G,"36,9",,Manuella Oliveira
75,SHOP91,ALVEJANTE BRILHANTE UTILE SEM CLORO 2L,"29,39",,Jefferson Moraes
76,SHOP92,TIRA MANCHAS VANISH LÍQUIDO CRYSTAL WHITE PARA ROUPAS BRANCAS 500ML,"16,49",,Jefferson Moraes
77,SHOP93,ALVEJANTE SUPER CANDIDA FLORAL 1L,"5,79",,Jefferson Moraes
78,SHOP94,ALVEJANTE SUPER CANDIDA LAVANDA 1L,"5,79",,Jefferson Moraes
79,SHOP95,TIRA MANCHAS SUPER CANDIDA BRANQUEADOR SEM CLORO 2L,"21,19",,Jefferson Moraes
80,SHOP96,TIRA MANCHAS SUPER CANDIDA CORES SEM CLORO 2L,"21,19",,Jefferson Moraes
81,SHOP97,"TIRA MANCHAS VANISH LÍQUIDO MULTIUSO PARA ROUPAS COLORIDAS 1,5L","42,9",,Jefferson Moraes
82,SHOP98,TIRA MANCHAS LÍQUIDO VANISH REFIL 500ML,"13,89",,Jefferson Moraes
83,SHOP99,"TIRA MANCHAS LÍQUIDO VANISH CRYSTAL WHITE PARA ROUPAS BRANCAS 1,5L","42,9",,Jefferson Moraes
84,SHOP100,AMACIANTE BABY SOFT LIQUIDO TOQUE DE CARINHO 2L,"12,49",,Jefferson Moraes
85,SHOP101,AMACIANTE BABY SOFT LIQUIDO TOQUE DE CARINHO 5L,"27,19",,Jefferson Moraes
86,SHOP102,AMACIANTE BABY SOFT LIQUIDO TOQUE DE CUIDADO 2L,"12,49",,Jefferson Moraes
88,SHOP104,"AMACIANTE  COMFORT LIQUIDO CLASSIC 1,8L","21,89",,Jefferson Moraes
88,SHOP104,"AMACIANTE  COMFORT LIQUIDO CLASSIC 1,8L - PROMOCIONAL","21,89",,Jefferson Moraes
94,SHOP110,AMACIANTE  CONCENTRADO COMFORT FRESCOR INTENSO 500ML,"12,29",,Jefferson Moraes
95,SHOP111,AMACIANTE  CONCENTRADO COMFORT PURO CUIDADO 1L,"20,99",,Jefferson Moraes
96,SHOP112,AMACIANTE  COMFORT CONCENTRADO PURO CUIDADO 500ML,"12,29",,Jefferson Moraes
97,SHOP113,AMACIANTE  COMFORT CONCENTRADO REFIL 900ML,"19,69",,Jefferson Moraes
98,SHOP114,"AMACIANTE DOWNY CONCENTRADO LÍRIOS DO CAMPO 1,5L","41,9",,Jefferson Moraes
100,SHOP116,AMACIANTE YPÊ CONCENTRADO BLUE 500ML,"14,19",,Jefferson Moraes
102,SHOP118,"AMACIANTE   MON BIJOU LIQUIDO FRESCOR 1,7L","10,69",,Jefferson Moraes
105,SHOP121,AMACIANTE URCA BRISA DA PRIMAVERA 2L,"8,49",,Jefferson Moraes
106,SHOP122,AMACIANTE URCA FLORAL BOUQUET 2L,"8,49",,Jefferson Moraes
107,SHOP123,AMACIANTE YPÊ TRADICIONAL ACONCHEGO 2L,"12,19",,Jefferson Moraes
108,SHOP124,AMACIANTE YPÊ TRADICIONAL DELICADO 2L,"12,19",,Jefferson Moraes
109,SHOP125,AMACIANTE YPÊ TRADICIONAL ESSÊNCIA DE CARINHO 2L,"12,19",,Jefferson Moraes
110,SHOP126,AMACIANTE YPÊ CONCENTRADO PINK 1L,"21,29",,Jefferson Moraes
111,SHOP127,AMACIANTE YPÊ TRADICIONAL INTENSO 2L,"12,19",,Jefferson Moraes
112,SHOP128,AMENDOIM JAPONÊS SANTA HELENA 400G,"17,99",,Stephanie Jesus
113,SHOP129,AMIDO DE MILHO MAIZENA 1KG,"34,9",,Jefferson Moraes
115,SHOP131,ANTI MOFO SECAR FLORAL POTE 180G,"8,69",,Jefferson Moraes
116,SHOP132,ANTI MOFO SECAR NATURAL POTE 180G,"8,69",,Jefferson Moraes
117,SHOP133,ANTISSÉPTICO BUCAL LISTERINE COOL MINT 250ML,"17,99",,Manuella Oliveira
118,SHOP134,ANTISSÉPTICO BUCAL LISTERINE COOL MINT 500ML,"24,99",,Manuella Oliveira
120,SHOP136,ANTISSÉPTICO BUCAL LISTERINE ZERO MENTA SUAVE 250ML,"18,99",,Manuella Oliveira
121,SHOP137,ANTISSÉPTICO BUCAL LISTERINE ZERO MENTA SUAVE 500ML,"24,99",,Manuella Oliveira
123,SHOP139,APARELHO DE BARBEAR GILLETTE MACH 3,"29,89",,Jefferson Moraes
125,SHOP141,APARELHO DE BARBEAR GILLETTE PRESTOBARBA ULTRAGRIP 2 C/2 UN,"9,99",,Jefferson Moraes
127,SHOP143,APARELHO DESCARTÁVEL GILLETTE PRESTOBARBA 3 WOMAN C/ 2UN,"20,99",,Jefferson Moraes
128,SHOP144,ARROZ     AGULHINHA TIPO 1 LONGO FINO CAMIL RESERVA ESPECIAL 5KG,"32,9",,Leny Neta
129,SHOP145,ARROZ ARBORIO RISO INVERNI 500G,"21,99",,Juliana Rodrigues
130,SHOP146,ARROZ INTEGRAL BLUE VILLE 1KG,"7,29",,Leny Neta
131,SHOP147,ARROZ     INTEGRAL CAMIL 1KG,"8,19",,Leny Neta
134,SHOP150,ARROZ     PARBOILIZADO CAMIL TIPO 1 5KG,"25,89",,Leny Neta
135,SHOP151,ARROZ PARBOILIZADO PRATO FINO TIPO 1 5KG,"35,9",,Leny Neta
136,SHOP152,ARROZ     POLIDO LONGO FINO CAMIL TIPO 1 1KG,"6,79",,Leny Neta
137,SHOP153,ARROZ     POLIDO LONGO FINO CAMIL TIPO 1 5KG,"27,99",,Leny Neta
137,SHOP153,ARROZ     POLIDO LONGO FINO CAMIL TIPO 1 5KG - PROMOCIONAL,"22,69",,Leny Neta
139,SHOP155,ARROZ POLIDO LONGO FINO PRATO FINO TIPO 1 1KG,"8,49",,Leny Neta
140,SHOP156,ARROZ POLIDO LONGO FINO PRATO FINO TIPO 1 5KG,"39,99",,Leny Neta
141,SHOP157,ARROZ    POLIDO LONGO FINO TIPO 1 TIO JOÃO 1KG,"8,19",,Leny Neta
142,SHOP158,ARROZ    POLIDO LONGO FINO TIPO 1 TIO JOÃO 5KG,"31,9",,Leny Neta
144,SHOP160,ATUM   EM PEDAÇOS GOMES DA COSTA ÓLEO 170G,"11,89",,Leny Neta
145,SHOP161,ATUM RALADO COQUEIRO EM ÓLEO 170G,"10,99",,Leny Neta
146,SHOP162,ATUM RALADO COQUEIRO NATURAL 170G,"10,99",,Leny Neta
147,SHOP163,ATUM   RALADO GOMES DA COSTA ÓLEO 170G,"9,99",,Leny Neta
148,SHOP164,ATUM   RALADO GOMES DA COSTA NATURAL 170G,"9,99",,Leny Neta
149,SHOP165,ATUM SÓLIDO COQUEIRO AO NATURAL 170G,"12,89",,Leny Neta
150,SHOP166,ATUM   SÓLIDO GOMES DA COSTA OLEO 170G,"11,99",,Leny Neta
151,SHOP167,AVEIA   INTEGRAL EM FLOCOS FINOS QUAKER 165G,"5,39","5,39",Vitória Maia
152,SHOP168,AVEIA EM FLOCOS REGULARES QUAKER 165G,"5,39","5,39",Vitória Maia
154,SHOP170,AZEITE EXTRA VIRGEM BORGES 500ML,"42,9",,Leny Neta
156,SHOP172,AZEITE     PORTUGUÊS EXTRA VIRGEM ANDORINHA 500ML,"37,9",,Leny Neta
157,SHOP173,AZEITE     PORTUGUÊS  EXTRA VIRGEM GALLO 500ML,"29,89",,Leny Neta
157,SHOP173,AZEITE     PORTUGUÊS  EXTRA VIRGEM GALLO 500ML - PROMOCIONAL,"29,89",,Leny Neta
159,SHOP175,AZEITE  PORTUGUÊS  EXTRA VIRGEM GALLO RESERVA 500ML,"61,9",,Leny Neta
162,SHOP178,AZEITONA  PRETA RAIOLITA COM CAROÇO VIDRO 200G,"13,49",,Juliana Rodrigues
165,SHOP181,AZEITONA  VERDE RAIOLA SEM CAROÇO VIDRO 155G,"14,49",,Juliana Rodrigues
167,SHOP183,BARRA DE CEREAL NUTRY CASTANHA DO BRASIL 22G C/ 3UN,"8,49",,Kailany Oliveira
174,SHOP190,BARRA DE FRUTA NUTRY COCO 19G C/ 3UN,"8,49",,Kailany Oliveira
176,SHOP192,BARRA DE NUTS ENJOY ORIGINAL S/GLUTEN 60G,"8,99",,Vitória Maia
177,SHOP193,BARRA DE NUTS ENJOY NOZES E CANELA S/ GLÚTEN 60G C/ 2UN,"8,99",,Vitória Maia
178,SHOP194,BARRA DE NUTS ENJOY SEMENTES S/ GLÚTEN 60G C/ 2UN,"8,99",,Vitória Maia
179,SHOP195,BATATA PALHA   TRADICIONAL YOKI SACHÊ 105G,"9,99",,Juliana Rodrigues
180,SHOP196,BATATA FRITA PRINGLES CREME DE CEBOLA 109G,"14,99",,Stephanie Jesus
181,SHOP197,BATATA FRITA PRINGLES ORIGINAL 104G,"14,99",,Stephanie Jesus
182,SHOP198,BATATA FRITA PRINGLES QUEIJO 109G,"14,99",,Stephanie Jesus
183,SHOP199,BATATA FRITA RUFFLES CEBOLA E SALSA 68G,"8,99",,Stephanie Jesus
184,SHOP200,BATATA FRITA RUFFLES CHURRASCO 68G,"8,99",,Stephanie Jesus
185,SHOP201,BATATA FRITA ONDULADA RUFFLES ORIGINAL 68G,"8,99",,Stephanie Jesus
187,SHOP228,ENERGÉTICO  RED BULL ENERGY DRINK 250ML,"8,69",,Camila Fim
188,SHOP229,ENERGÉTICO  RED BULL ENERGY DRINK 355ML,"12,29",,Camila Fim
190,BEB1,ENERGÉTICO  RED BULL ENERGY DRINK SEM AÇÚCAR 250ML,"8,69",,Camila Fim
193,SHOP234,DRINK  PRONTO BEATS SENSES LATA 269ML,"7,99",,Camila Fim
199,SHOP240,BISCOITO BAUDUCCO CHOCOLATE 335G,"9,49",,Stephanie Jesus
200,SHOP241,BISCOITO BAUDUCCO LEITE 335G,"9,49",,Stephanie Jesus
201,SHOP242,BISCOITO COOKIES BAUDUCCO ORIGINAL 100G,"5,79",,Stephanie Jesus
204,SHOP245,BISCOITO BELVITA LEITE E AVEIA MULTIPACK 75G COM 3 UNIDADES DE 25G,"5,99",,Stephanie Jesus
205,SHOP246,BISCOITO BELVITA MEL E CACAU MULTIPACK 75G COM 3 UNIDADES DE 25G,"5,99",,Stephanie Jesus
208,SHOP249,BISCOITO SALGADO CLUB SOCIAL ORIGINAL MULTIPACK 144G,"6,19",,Stephanie Jesus
209,SHOP250,BISCOITO SALGADO CLUB SOCIAL PIZZA 141G,"6,19",,Stephanie Jesus
210,SHOP251,BISCOITO SALGADO CLUB SOCIAL PRESUNTO 141G,"6,19",,Stephanie Jesus
211,SHOP252,BISCOITO SALGADO CLUB SOCIAL MIX DE QUEIJOS 141G,"6,19",,Stephanie Jesus
213,SHOP254,"BIS DE CHOCOLATE AO LEITE LACTA 100,8G","6,79",,Stephanie Jesus
214,SHOP255,"BIS BRANCO 100,8G","6,79",,Stephanie Jesus
216,SHOP257,BISCOITO RECHEADO BONO CHOCOLATE 90G,"3,49",,Stephanie Jesus
217,SHOP258,BISCOITO RECHEADO BONO DOCE DE LEITE 90G,"3,49",,Stephanie Jesus
218,SHOP259,BISCOITO RECHEADO BONO MORANGO 90G,"3,49",,Stephanie Jesus
219,SHOP260,BISCOITO NEGRESCO NESTLÉ 100G,"3,39",,Stephanie Jesus
221,SHOP262,BISCOITO NESFIT CACAU E CEREAIS 160G,"5,29",,Stephanie Jesus
224,SHOP265,BISCOITO RECHEADINHO BAUDUCCO CHOCOLATE 104G,"4,59",,Stephanie Jesus
225,SHOP266,BISCOITO  CALIPSO CHOCOLATE 130G,"9,99",,Stephanie Jesus
226,SHOP267,BISCOITO RECHEADO OREO ORIGINAL 90G,"3,89",,Stephanie Jesus
227,SHOP268,BISCOITO RECHEADO PIRAQUE GOIABINHA 75G,"4,19",,Stephanie Jesus
228,SHOP269,BISCOITO SALGADO PIRAQUÊ ÁGUA C/ GERGELIM 215G,"6,19",,Stephanie Jesus
230,SHOP271,BISCOITO TRAKINAS DE CHOCOLATE 126G,"3,19",,Stephanie Jesus
232,SHOP273,BOLINHO ANA MARIA PULLMAN DE BAUNILHA 70G,"4,19",,João Reis
233,SHOP274,BOLINHO ANA MARIA PULLMAN DE BAUNILHA COM RECHEIO DE CHOCOLATE 70G,"4,19",,João Reis
236,SHOP277,"CAIXA DE VARIEDADES LACTA FAVORITOS 250,6G","16,99",,Stephanie Jesus
239,SHOP280,CAFÉ À VÁCUO 3 CORAÇÕES EXTRA FORTE 500G,"28,9",,Leny Neta
240,SHOP281,CAFÉ  À VÁCUO TORRADO E MOÍDO MELITTA EXTRA FORTE 500G,"28,99",,Leny Neta
242,SHOP283,CAFÉ À VÁCUO TORRADO E MOÍDO PILÃO EXTRA FORTE 500G,"35,9",,Leny Neta
244,SHOP285,CAFÉ À VÁCUO TORRADO E MOÍDO PILÃO 500G,"35,9",,Leny Neta
245,SHOP286,CAFÉ  À VÁCUO TORRADO E MOÍDO MELITTA TRADICIONAL 500G,"28,99",,Leny Neta
247,SHOP288,CAFÉ EM CÁPSULA ORFEU CLÁSSICO 50G C/ 10UN,"34,9",,Leny Neta
248,SHOP289,CAFÉ ORGÂNICO NATIVE INSTANTÂNEO 90G,"36,9",,Vitória Maia
249,SHOP290,CAFÉ SOLÚVEL NESCAFÉ MATINAL 100G,"31,9",,Stephanie Jesus
250,SHOP291,CAFÉ SOLÚVEL NESCAFÉ ORIGINAL 100G,"31,9",,Stephanie Jesus
251,SHOP292,CAFÉ SOLÚVEL NESCAFÉ TRADIÇÃO 100G,"31,9",,Stephanie Jesus
252,SHOP293,CAFÉ  TORRADO E MOÍDO 3 CORAÇÕES EXTRA FORTE 250G,"16,89",,Leny Neta
253,SHOP294,CAFÉ  TORRADO E MOÍDO 3 CORAÇÕES EXTRA FORTE 500G,"32,9",,Leny Neta
254,SHOP295,CAFÉ  TORRADO E MOÍDO 3 CORAÇÕES TRADICIONAL 500G,"32,9",,Leny Neta
255,SHOP296,CAFÉ TORRADO E MOÍDO PILÃO TRADICIONAL 500G,"35,9",,Leny Neta
257,SHOP298,CALDO KNORR DE CARNE 114G C/ 12UN,"4,99","4,29",Jefferson Moraes
260,SHOP301,"CALDO SAZÓN SABOR CARNE 32,5G C/ 5UN","2,99",,Juliana Rodrigues
263,SHOP304,CALDO KNORR DE GALINHA 114G C/ 12UN,"4,99","4,29",Jefferson Moraes
264,SHOP305,CALDO KNORR DE GALINHA 57G C/ 6UN,"2,99",,Jefferson Moraes
266,SHOP307,"CALDO SAZÓN SABOR GALINHA 32,5G C/ 5UN","2,99",,Juliana Rodrigues
271,SHOP312,"CALDO SAZÓN SABOR LEGUMES 32,5G C/ 5UN","2,99",,Juliana Rodrigues
273,SHOP314,CAPPUCCINO EM PÓ 3 CORAÇÕES CHOCOLATE 200G,"19,99",,Leny Neta
275,SHOP316,CAPPUCCINO CLASSIC 3 CORAÇÕES POTE 200G,"19,99",,Leny Neta
276,SHOP317,CAPPUCCINO EM PÓ 3 CORAÇÕES CLASSIC 200G C/ 10UN,"20,89",,Leny Neta
277,SHOP318,CAPPUCCINO EM PÓ 3 CORAÇÕES CLASSIC 400G,"34,9",,Leny Neta
278,SHOP319,CAPPUCCINO EM PÓ 3 CORAÇÕES DIET 150G,"19,99",,Leny Neta
279,SHOP320,CAPPUCCINO EM PÓ 3 CORAÇÕES LIGHT 140G C/ 10UN,"20,89",,Leny Neta
280,SHOP321,CERA LÍQUIDA BRILHO FÁCIL AMARELA 750ML,"19,99",,Jefferson Moraes
281,SHOP322,CERA LÍQUIDA BRILHO FÁCIL ARDÓSIA 750ML,"19,99",,Jefferson Moraes
282,SHOP323,CERA LÍQUIDA BRILHO FÁCIL INCOLOR 750ML,"19,99",,Jefferson Moraes
284,SHOP325,CEREAL MATINAL FROOT LOOPS KELLOGG'S 230G,"21,99",,Stephanie Jesus
285,SHOP326,CEREAL MATINAL NESCAU 210G,"11,99",,Stephanie Jesus
286,SHOP327,CEREAL MATINAL SUCRILHOS KELLOGG'S 240G,"12,29",,Stephanie Jesus
287,SHOP328,CEREAL NESFIT NESTLÉ SEM ADIÇÃO DE AÇÚCAR 220G,"17,89",,Stephanie Jesus
288,SHOP329,CEREAL ORGÂNICO NATIVE CORN FLAKES 300G,"19,89",,Vitória Maia
289,SHOP330,CERVEJA ALEMÃ PAULANER HEFE-WEISSBIER NATURTRUB 500ML,"21,99","21,99",Vinicius Teixeira
290,SHOP331,CERVEJA ANTARCTICA SUB ZERO PILSEN LATA 350ML,"3,79",,Camila Fim
291,SHOP332,CERVEJA BADEN BADEN PILSEN CRISTAL GARRAFA 600ML,"14,99",,Camila Fim
294,SHOP335,CERVEJA BOHEMIA PURO MALTE LATA 350ML,"4,29",,Camila Fim
296,SHOP337,CERVEJA BRAHMA CHOPP PILSEN LATA 350ML,"3,79",,Camila Fim
297,SHOP338,CERVEJA BRAHMA ZERO LATA 350ML,"3,99",,Camila Fim
298,SHOP339,CERVEJA BUDWEISER AMERICAN LAGER LONG NECK 330ML,"5,29",,Camila Fim
299,SHOP340,CERVEJA BUDWEISER AMERICAN LAGER LATA 350ML,"3,99",,Camila Fim
300,SHOP341,CERVEJA COLORADO APPIA  GARRAFA 600ML,"19,89",,Camila Fim
305,SHOP346,CERVEJA   HEINEKEN KEG 5L,"99,9",,Camila Fim
306,SHOP347,CERVEJA   HEINEKEN LATA 350ML,"5,59",,Camila Fim
307,SHOP348,CERVEJA   HEINEKEN GARRAFA 330ML,"5,99",,Camila Fim
311,SHOP352,CERVEJA CORONA EXTRA LONG NECK 330ML,"6,99",,Camila Fim
312,SHOP353,CERVEJA ORIGINAL PILSEN GARRAFA 600ML,"9,89",,Camila Fim
313,SHOP354,CERVEJA SKOL PILSEN LATA 269ML,"2,99",,Camila Fim
314,SHOP355,CERVEJA SKOL PILSEN LATA 350ML,"3,59",,Camila Fim
316,SHOP357,CERVEJA SOL PREMIUM LONG NECK 330ML,"5,99",,Camila Fim
318,SHOP359,CERVEJA STELLA ARTOIS PURO MALTE LATA 350ML,"4,99",,Camila Fim
321,SHOP362,CHÁ BRANCO FEEL GOOD SABOR LICHIA 1L,"9,49",,Camila Fim
322,SHOP363,CHÁ  LEÃO CAMOMILA C/ 10UN,"4,79",,Camila Fim
323,SHOP364,CHÁ  LEÃO ERVA CIDREIRA C/ 15UN,"7,99",,Camila Fim
324,SHOP365,CHÁ  LEÃO ERVA CIDREIRA C/ 10UN,"4,79",,Camila Fim
325,SHOP366,CHÁ  LEÃO ERVA DOCE C/ 10UN,"4,79",,Camila Fim
326,SHOP367,CHÁ  LEÃO HORTELÃ C/ 10UN,"4,79",,Camila Fim
327,SHOP368,CHÁ  LEÃO MAÇÃ C/ 10UN,"10,59",,Camila Fim
330,SHOP371,"CHÁ  LEÃO AMORA, HIBISCO E ROSA SILVESTRE C/ 10UN","11,59",,Camila Fim
333,SHOP374,"CHÁ  MATTE LEÃO LIMÃO PET 1,5L","8,19",,Camila Fim
334,SHOP375,"CHÁ  MATTE LEÃO NATURAL PET 1,5L","8,19",,Camila Fim
348,SHOP389,"CHÁ REI DO MATE LIMÃO 1,5L","8,69",,Camila Fim
349,SHOP390,CHÁ REI DO MATE LIMÃO 350ML,"4,89",,Camila Fim
350,SHOP391,CHÁ REI DO MATE LIMÃO ZERO 350ML,"4,89",,Camila Fim
351,SHOP392,"CHÁ REI DO MATE PÊSSEGO 1,5L","8,69",,Camila Fim
352,SHOP393,CHÁ REI DO MATE PÊSSEGO 350ML,"4,89",,Camila Fim
358,SHOP399,CHOCOLATE  AMARO LACTA 40% CACAU 90G,"8,99",,Stephanie Jesus
359,SHOP400,CHOCOLATE LACTA AO LEITE 80G,"8,99",,Stephanie Jesus
360,SHOP401,CHOCOLATE  BRANCO LAKA LACTA 80G,"8,99",,Stephanie Jesus
361,GUL1,CHOCOLATE  AO LEITE DIAMANTE NEGRO 80G,"8,99",,Stephanie Jesus
365,SHOP406,REFRIGERANTE COCA-COLA SEM AÇÚCAR PET 2L,"9,59",,Camila Fim
366,SHOP407,REFRIGERANTE  COCA-COLA SEM AÇÚCAR LATA 350ML,"3,89",,Camila Fim
368,SHOP409,COGUMELO CHAMPIGNON RAIOLA INTEIRO 200G,"26,79",,Juliana Rodrigues
372,SHOP413,COMPOSTO LÁCTEO MILNUTRI PREMIUM DANONE 800G,"69,9",,Manuella Oliveira
374,SHOP415,"RAÇÃO SECA PARA GATOS SÊNIOR CASTRADOS AMBIENTES INTERNOS PREMIER FRANGO 1,5KG","84,9",,Gabriela Pereira
375,SHOP416,CONDICIONADOR CLEAR WOMEN ANTICASPA HIDRATAÇÃO INTENSA 200ML,"26,49",,Jefferson Moraes
378,SHOP419,CONDICIONADOR  DOVE RECONSTRUÇÃO COMPLETA 200ML,"19,99",,Jefferson Moraes
380,SHOP421,CONDICIONADOR  DOVE ÓLEO NUTRIÇÃO 400ML,"29,89",,Jefferson Moraes
382,SHOP423,CONDICIONADOR BABY DOVE HIDRATAÇÃO ENRIQUECIDA 200ML,"20,19",,Jefferson Moraes
386,SHOP427,CONDICIONADOR ELSEVE ÓLEO EXTRAORDINÁRIO 200ML,"21,29",,Manuella Oliveira
387,SHOP428,CONDICIONADOR ELSEVE REPARAÇÃO TOTAL 5 200ML,"23,49",,Manuella Oliveira
391,SHOP432,CONDICIONADOR JOHNSONS BABY CHEIRINHO PROLONGADO 200ML,"26,99",,Manuella Oliveira
392,SHOP433,CONDICIONADOR JOHNSONS BABY REGULAR 400ML,"39,9",,Manuella Oliveira
393,SHOP434,CONDICIONADOR PANTENE LISO EXTREMO 175ML,"19,99",,Jefferson Moraes
394,SHOP435,CONDICIONADOR PANTENE BRILHO EXTREMO 400ML,"37,9",,Jefferson Moraes
398,SHOP439,CONDICIONADOR PANTENE HIDRATAÇÃO 400ML,"37,9",,Jefferson Moraes
399,SHOP440,CONDICIONADOR PANTENE HIDRO-CAUTERIZAÇÃO 400ML,"37,9",,Jefferson Moraes
400,SHOP441,CONDICIONADOR PANTENE LISO EXTREMO 400ML,"37,9",,Jefferson Moraes
402,SHOP443,CONDICIONADOR PANTENE RESTAURAÇÃO 400ML,"37,9",,Jefferson Moraes
403,SHOP444,CONDICIONADOR SEDA CACHOS DEFINIDOS 325ML,"16,29",,Jefferson Moraes
